# Mains_Frequency_(Hz) =,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sample_Frequency_(Hz) =,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Filter_Delay_(ms) =,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Sensor_Data_Units =,uV,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Headset_Name =,DSI-24 SN:3129,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Data_Logger =,DSI-Streamer-v.1.08.120,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Date =,8/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Time =, 12:21:15.311 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Patient_ID =,X M 01-JAN-2000 X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Record_ID =,Startdate 13-AUG-2025 EEG_XX X X,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Comments =,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference location:,Pz,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Trigger Source,Wired,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Channel_Number =,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,CMF,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
Time,P3,C3,F3,Fz,F4,C4,P4,Cz,CM,A1,Fp1,Fp2,T3,T5,O1,O2,X3:,X2:REOG,F7,F8,X1:LEOG,A2,T6,T4,Pz,Trigger,Time_Offset,ADC_Status,ADC_Sequence,Event,Comments
23.9800,78.3,-58.4,120.3,66.3,99.2,-11.4,-24.8,52.6,-966.9,52.9,205.2,227.9,-33.5,-30.9,12.0,-45.2,-9.9,-3606.3,175.0,15.8,-1932.6,21.3,-21.9,-43.0,0,0,43170,0,34,0,
23.9833,82.8,-44.0,113.1,74.4,86.9,-15.3,-26.6,66.0,-1264.4,40.4,192.3,216.2,-41.0,-39.9,3.6,-57.2,-9.6,-3599.1,167.8,17.6,-1928.1,6.3,-34.8,-53.2,0,0,43176,0,35,0,
23.9867,82.2,-35.3,123.9,85.2,98.3,11.1,-19.1,105.4,-1190.0,48.7,201.9,227.9,-29.9,-30.6,12.3,-46.1,-9.6,-3574.5,181.0,29.3,-1904.7,21.0,-28.2,-45.4,0,0,43182,0,36,0,
23.9900,86.1,-70.3,99.7,45.6,77.9,-32.1,-46.1,21.8,-1115.6,32.6,183.1,206.6,-57.5,-49.8,-5.1,-67.1,-9.9,-3607.8,151.9,-3.9,-1939.2,2.1,-47.7,-65.8,0,0,43188,0,37,0,
23.9933,100.2,-30.8,118.2,80.4,94.1,-3.3,-15.3,91.4,-1413.1,41.9,192.3,218.3,-42.2,-36.0,19.7,-45.2,-9.3,-3593.7,176.8,26.9,-1921.2,9.9,-30.6,-47.8,0,0,43194,0,38,0,
23.9967,71.7,-40.7,115.8,72.0,94.1,-22.2,-29.9,76.2,-1115.6,39.2,198.9,223.4,-44.3,-36.0,14.0,-46.7,-9.9,-3605.7,169.3,30.8,-1929.6,9.9,-31.2,-38.9,0,0,43200,0,39,0,
24.0000,67.5,-73.3,86.8,33.6,63.8,-48.8,-52.9,14.6,-966.9,14.4,168.1,190.5,-59.0,-62.1,-20.0,-75.2,-9.3,-3639.3,141.1,-21.2,-1965.9,-14.4,-56.4,-70.5,0,0,43206,0,40,0,
24.0033,119.7,-31.1,132.9,101.7,111.2,15.6,7.2,120.7,-1338.8,65.2,207.2,235.3,-1.5,-16.2,37.4,-24.3,-9.9,-3597.3,194.2,46.6,-1918.5,30.0,-6.6,-23.3,0,0,43212,0,41,0,
24.0067,48.3,-103.3,66.4,15.0,44.3,-61.1,-65.5,13.4,-1041.3,-2.7,147.5,173.8,-74.3,-75.9,-31.4,-86.3,-9.9,-3639.9,122.9,-35.0,-1959.9,-33.0,-67.2,-90.9,0,0,43218,0,42,0,
24.0100,124.2,-37.7,122.1,72.9,96.8,-4.5,-6.3,66.9,-1115.6,47.8,194.4,219.5,-21.6,-23.4,20.3,-34.1,-9.3,-3594.9,175.6,19.1,-1914.3,15.9,-17.4,-42.4,0,0,43224,0,43,0,
24.0133,72.9,-48.5,100.8,62.4,76.7,-18.9,-23.6,97.4,-1338.8,30.2,172.6,196.5,-39.8,-40.5,0.6,-56.9,-9.6,-3613.5,157.0,6.6,-1924.8,-9.9,-35.4,-66.7,0,0,43230,0,44,0,
24.0167,61.2,-85.0,81.1,26.1,62.0,-45.8,-50.0,20.3,-1041.3,14.6,158.9,185.4,-67.7,-68.4,-20.0,-71.6,-9.6,-3634.8,134.9,-26.9,-1952.4,-18.6,-51.0,-67.6,0,0,43236,0,45,0,
24.0200,128.4,-25.1,125.4,84.9,101.6,6.3,0.9,98.0,-1190.0,49.0,196.2,221.3,-19.2,-32.1,23.0,-35.9,-9.6,-3593.1,179.5,26.0,-1911.3,20.4,-15.9,-40.4,0,0,43242,0,46,0,
24.0233,57.9,-74.8,87.1,42.0,60.2,-36.3,-43.4,68.1,-1115.6,8.1,158.9,180.1,-65.0,-72.6,-18.5,-74.6,-9.6,-3613.5,141.1,-13.1,-1928.1,-21.0,-55.2,-75.9,0,0,43248,0,47,0,
24.0267,110.7,-53.3,112.2,55.5,88.7,-14.1,-20.9,41.5,-892.5,40.7,192.9,210.2,-40.1,-31.2,16.1,-42.5,-9.9,-3620.7,169.0,0.3,-1936.5,9.3,-24.6,-51.7,0,0,43254,0,48,0,
24.0300,78.0,-53.0,91.0,54.9,70.1,-18.3,-25.4,80.0,-1264.4,17.9,163.1,184.3,-51.8,-50.4,0.3,-62.0,-9.6,-3629.1,145.9,-6.9,-1941.3,-12.6,-42.3,-62.8,0,0,43260,0,49,0,
24.0333,73.8,-47.6,105.0,57.0,80.3,-19.2,-23.3,69.9,-1041.3,26.6,184.3,202.8,-42.2,-36.9,8.4,-50.3,-9.6,-3597.9,160.6,2.7,-1901.7,6.3,-30.0,-52.6,0,0,43266,0,50,0,
24.0367,99.9,-64.1,94.6,45.0,73.4,-24.6,-32.6,33.5,-892.5,21.2,175.3,192.9,-58.4,-51.9,-3.0,-63.2,-9.9,-3615.3,150.4,-10.8,-1930.5,-12.0,-46.2,-57.1,0,0,43272,0,51,0,
24.0400,93.3,-43.7,111.9,76.2,90.5,-2.4,-11.4,105.7,-1190.0,40.1,184.8,208.4,-27.9,-33.6,18.8,-44.6,-9.6,-3611.7,170.5,20.3,-1923.6,8.1,-25.5,-49.3,0,0,43278,0,52,0,
24.0433,71.4,-74.5,91.9,40.8,76.7,-24.0,-38.6,40.3,-966.9,24.2,167.5,195.6,-56.0,-54.3,-5.4,-63.5,-9.6,-3629.4,145.0,-10.8,-1936.8,-6.9,-45.6,-65.2,0,0,43284,0,53,0,
24.0467,89.4,-54.8,97.3,51.9,73.4,-28.5,-33.5,52.9,-1190.0,24.2,171.1,193.5,-48.2,-49.8,0.9,-59.9,-9.6,-3635.7,153.1,0.0,-1945.2,-10.2,-48.3,-76.8,0,0,43290,0,54,0,
24.0500,81.6,-28.7,128.4,85.5,99.5,-1.8,-6.3,119.8,-1338.8,54.4,199.8,219.5,-14.4,-27.6,23.6,-33.5,-9.6,-3567.0,186.1,25.4,-1872.9,15.3,-18.3,-44.5,0,0,43296,0,55,0,
24.0533,60.6,-94.9,67.0,8.7,42.9,-65.6,-70.6,4.2,-892.5,8.1,147.5,166.9,-69.5,-60.9,-29.3,-85.1,-9.6,-3637.5,121.7,-44.5,-1939.2,-33.6,-72.0,-92.4,0,0,43302,0,56,0,
24.0567,127.5,-10.5,132.3,89.1,103.4,6.6,3.9,107.5,-1190.0,53.2,199.2,220.7,-9.9,-12.3,36.2,-26.1,-9.9,-3588.9,183.4,24.2,-1887.9,22.8,-12.6,-30.8,0,0,43308,0,57,0,
24.0600,47.1,-75.7,82.9,35.4,56.9,-46.4,-49.1,62.4,-1115.6,13.8,158.0,178.6,-69.5,-64.2,-13.4,-76.1,-9.6,-3624.9,138.1,-21.8,-1923.6,-21.3,-56.4,-79.8,0,0,43314,0,58,0,
24.0633,92.1,-55.1,99.7,40.5,73.7,-39.5,-39.2,32.6,-1041.3,27.5,179.8,194.7,-42.8,-42.9,5.1,-59.0,-9.9,-3598.5,155.5,-16.1,-1895.7,-5.1,-39.6,-69.9,0,0,43320,0,59,0,
24.0667,94.5,-30.8,121.5,83.7,92.9,5.1,-8.7,107.2,-1338.8,46.6,192.0,207.8,-21.3,-26.1,22.4,-45.5,-9.6,-3577.5,177.4,17.9,-1871.4,6.9,-27.9,-57.4,0,0,43326,0,60,0,
24.0700,57.0,-88.3,78.4,24.0,54.2,-50.6,-57.7,35.5,-966.9,10.5,153.2,172.0,-68.3,-63.0,-20.6,-81.2,-9.6,-3635.1,132.5,-32.9,-1926.0,-28.2,-68.1,-88.2,0,0,43332,0,61,0,
24.0733,132.0,-30.2,125.7,71.7,96.5,-20.4,-11.4,66.3,-966.9,54.4,199.2,218.6,-18.9,-16.8,30.5,-33.8,-9.9,-3610.8,181.3,14.9,-1896.3,16.5,-19.8,-40.1,0,0,43338,0,62,0,
24.0767,64.8,-61.4,90.7,51.9,64.4,-30.9,-35.0,87.5,-1338.8,8.1,158.6,180.1,-57.2,-54.9,-6.6,-72.2,-9.6,-3610.5,145.3,-5.4,-1898.1,-19.2,-51.6,-76.8,0,0,43344,0,63,0,
24.0800,83.7,-59.6,105.0,48.3,81.5,-25.2,-25.1,55.0,-892.5,46.3,178.6,199.2,-48.5,-36.6,8.7,-50.6,-9.9,-3602.7,154.3,-3.3,-1886.1,6.0,-35.7,-55.3,0,0,43350,0,64,0,
24.0833,85.8,-50.6,97.6,51.9,71.9,-20.1,-22.7,69.9,-1264.4,20.9,163.1,183.4,-53.9,-48.3,3.3,-58.1,-9.9,-3635.4,143.2,-11.4,-1912.8,-18.6,-45.6,-71.7,0,0,43356,0,65,0,
24.0867,82.5,-48.2,105.6,68.4,83.3,-6.0,-12.0,104.5,-1190.0,23.6,177.1,195.9,-40.7,-40.2,13.1,-46.4,-9.9,-3604.5,152.8,7.2,-1880.7,-5.1,-29.7,-54.7,0,0,43362,0,66,0,
24.0900,86.7,-71.8,86.8,32.7,70.1,-29.1,-35.3,34.1,-966.9,14.9,164.8,183.4,-56.0,-55.2,-15.2,-67.7,-9.6,-3635.7,134.3,-24.5,-1910.7,-21.6,-49.5,-80.4,0,0,43368,0,67,0,
24.0933,94.5,-40.1,107.7,69.9,83.9,-1.8,-7.8,99.8,-1338.8,32.0,175.0,194.1,-36.5,-44.1,3.9,-52.7,-9.6,-3608.4,156.7,6.3,-1874.7,-10.8,-33.9,-49.6,0,0,43374,0,68,0,
24.0967,71.4,-52.4,109.5,59.4,81.8,-27.6,-21.8,85.1,-1264.4,32.9,182.5,200.7,-44.6,-38.4,1.8,-50.3,-9.9,-3597.9,160.6,4.5,-1862.1,-0.3,-33.9,-61.9,0,0,43380,0,69,0,
24.1000,67.5,-75.1,81.1,27.9,53.3,-55.4,-48.2,22.7,-1115.6,5.4,157.7,174.4,-72.5,-69.0,-25.4,-79.4,-9.6,-3635.7,133.1,-38.2,-1899.0,-31.2,-63.6,-92.4,0,0,43386,0,70,0,
24.1033,120.9,-9.6,138.0,98.7,104.3,11.4,13.2,133.8,-1264.4,50.2,208.1,221.6,-8.4,-17.7,32.3,-27.0,-9.3,-3574.8,188.8,31.7,-1838.7,17.1,-14.7,-50.8,0,0,43392,0,71,0,
24.1067,48.6,-97.3,66.7,13.8,39.3,-65.0,-60.7,24.2,-1041.3,-2.1,142.7,159.8,-85.6,-75.9,-30.5,-87.5,-9.6,-3635.4,114.2,-45.1,-1893.9,-44.1,-73.2,-91.5,0,0,43398,0,72,0,
24.1100,119.1,-35.0,115.5,68.4,86.0,-13.5,-15.3,70.8,-1041.3,36.5,186.0,204.0,-36.5,-30.3,21.2,-41.6,-9.6,-3597.6,163.3,6.6,-1856.7,1.8,-30.0,-57.1,0,0,43404,0,73,0,
24.1133,76.5,-42.2,104.4,68.1,73.4,-17.1,-21.5,104.2,-1413.1,26.3,167.2,190.2,-45.2,-40.5,6.3,-56.0,-9.6,-3602.4,149.5,-2.4,-1852.5,-15.6,-44.4,-76.5,0,0,43410,0,74,0,
24.1167,57.0,-85.6,81.4,28.5,62.9,-43.7,-50.0,26.9,-966.9,6.9,154.1,176.2,-79.1,-59.4,-18.5,-77.3,-9.6,-3620.7,128.9,-23.6,-1877.7,-28.8,-67.2,-89.4,0,0,43416,0,75,0,
24.1200,130.5,-22.2,124.8,85.8,96.8,7.8,3.3,99.8,-1190.0,48.1,191.4,209.9,-19.2,-12.9,23.3,-34.4,-9.3,-3583.5,172.6,9.3,-1832.7,1.5,-21.3,-39.5,0,0,43422,0,76,0,
24.1233,52.8,-81.4,77.8,37.2,51.5,-47.9,-47.9,67.5,-1264.4,6.6,148.4,166.9,-67.4,-70.5,-19.1,-79.4,-9.6,-3623.7,128.0,-28.7,-1875.9,-29.1,-65.7,-90.3,0,0,43428,0,77,0,
24.1267,108.0,-50.6,113.7,58.5,82.7,-22.8,-22.1,46.9,-1041.3,51.1,185.4,203.1,-36.5,-38.1,12.3,-43.4,-9.3,-3603.6,161.8,-10.2,-1855.8,1.2,-29.1,-53.5,0,0,43434,0,78,0,
24.1300,81.3,-48.8,97.9,57.3,63.2,-25.8,-26.3,87.2,-1264.4,6.9,159.5,177.4,-44.6,-52.5,0.0,-59.3,-9.3,-3641.4,146.8,-14.3,-1885.2,-23.1,-47.7,-73.5,0,0,43440,0,79,0,
24.1333,68.7,-52.4,109.2,57.6,78.5,-19.8,-23.9,76.5,-1041.3,36.2,180.7,199.5,-48.2,-41.1,4.5,-52.4,-9.3,-3608.1,160.3,-3.0,-1856.7,-0.6,-36.0,-65.8,0,0,43446,0,80,0,
24.1367,103.8,-59.0,99.1,45.0,68.6,-19.2,-30.5,39.1,-966.9,20.0,171.4,189.6,-53.9,-52.8,-7.2,-63.2,-9.3,-3617.7,148.9,-22.4,-1866.9,-24.0,-47.7,-75.0,0,0,43452,0,81,0,
24.1400,97.2,-26.9,123.0,78.9,80.9,-23.7,-11.7,110.8,-1264.4,37.4,189.0,203.1,-29.9,-38.4,11.1,-47.6,-9.9,-3592.8,173.5,10.2,-1834.2,-1.5,-34.8,-59.2,0,0,43458,0,82,0,
24.1433,76.2,-65.9,97.9,42.9,69.2,-30.3,-34.1,50.8,-1115.6,26.0,170.5,186.3,-51.5,-50.7,-8.4,-62.6,-9.6,-3617.4,149.8,-21.8,-1864.8,-15.0,-50.4,-81.9,0,0,43464,0,83,0,
24.1467,86.4,-51.8,97.3,53.4,70.7,-33.6,-26.9,59.4,-1115.6,15.2,165.1,184.6,-52.4,-54.6,-8.1,-63.8,-9.6,-3628.8,150.4,-18.8,-1867.8,-21.6,-49.8,-79.5,0,0,43470,0,84,0,
24.1500,83.1,-13.8,127.5,89.7,100.4,0.9,0.0,126.3,-1338.8,40.4,192.3,212.6,-21.0,-28.5,20.3,-34.7,-9.6,-3580.2,176.2,19.7,-1831.2,5.1,-26.7,-52.9,0,0,43476,0,85,0,
24.1533,60.6,-85.6,73.9,21.9,49.7,-56.6,-59.2,18.5,-966.9,0.3,147.2,163.3,-71.6,-77.4,-33.2,-82.4,-9.6,-3637.8,122.3,-46.3,-1891.2,-45.0,-74.1,-95.9,0,0,43482,0,86,0,
24.1567,127.2,-17.7,139.2,102.0,113.3,15.6,12.6,117.4,-1338.8,56.8,203.1,219.5,-4.8,-16.2,33.2,-25.2,-9.9,-3567.9,190.3,29.9,-1829.1,9.0,-13.5,-41.5,0,0,43488,0,87,0,
24.1600,49.8,-69.5,91.6,46.2,59.9,-43.1,-45.2,70.2,-1115.6,12.0,157.4,175.9,-62.0,-68.4,-16.7,-74.9,-9.3,-3619.5,139.9,-19.1,-1877.1,-27.6,-63.0,-89.1,0,0,43494,0,88,0,
24.1633,84.6,-63.5,102.6,50.4,76.7,-30.3,-34.1,34.6,-1115.6,19.1,175.6,193.2,-49.1,-43.8,1.2,-55.1,-9.3,-3628.8,150.1,-15.2,-1892.1,-11.4,-48.0,-74.4,0,0,43500,0,89,0,
24.1667,92.7,-21.9,126.0,90.0,96.5,2.4,-3.9,114.1,-1264.4,53.5,193.5,210.5,-18.0,-24.6,25.4,-35.9,-9.9,-3598.5,182.8,21.8,-1869.6,-0.6,-30.3,-55.6,0,0,43506,0,90,0,
24.1700,51.3,-85.6,79.9,27.6,51.8,-54.5,-57.1,35.5,-1190.0,14.6,153.5,169.0,-62.6,-63.6,-18.8,-78.8,-9.6,-3653.1,127.1,-38.5,-1921.8,-37.5,-69.3,-94.8,0,0,43512,0,91,0,
24.1733,124.2,-39.8,122.4,76.5,99.8,-6.6,-7.2,63.3,-1041.3,44.2,198.9,215.3,-41.0,-23.4,24.8,-36.5,-9.6,-3580.8,174.4,11.1,-1869.0,12.0,-27.6,-48.7,0,0,43518,0,92,0,
24.1767,58.8,-56.3,91.9,57.9,64.7,-36.0,-35.6,86.3,-1338.8,13.8,157.7,178.0,-65.3,-56.4,-8.4,-72.2,-9.9,-3616.2,143.2,-13.1,-1894.5,-27.0,-60.3,-83.4,0,0,43524,0,93,0,
24.1800,78.9,-57.5,103.5,50.4,81.8,-33.9,-30.8,47.8,-1190.0,29.0,178.6,201.0,-49.7,-30.9,2.4,-53.3,-9.6,-3610.8,154.3,-8.1,-1902.9,-2.1,-43.5,-66.4,0,0,43530,0,94,0,
24.1833,79.8,-47.3,95.2,52.5,70.7,-31.2,-29.9,57.6,-1264.4,10.5,163.1,182.8,-52.4,-52.2,-0.3,-63.2,-9.6,-3621.9,144.7,-17.3,-1912.8,-20.7,-51.0,-75.0,0,0,43536,0,95,0,
24.1867,73.5,-48.5,107.7,66.3,79.4,-10.5,-17.0,98.6,-1190.0,33.8,175.0,195.0,-41.9,-45.0,14.0,-48.2,-9.6,-3589.2,158.2,-1.2,-1890.9,-2.4,-37.2,-64.9,0,0,43542,0,96,0,
24.1900,77.7,-72.1,89.5,37.2,69.2,-33.6,-38.6,28.7,-966.9,26.6,167.2,186.3,-57.2,-62.1,-13.1,-64.7,-9.6,-3611.1,145.0,-26.3,-1917.0,-10.2,-46.8,-67.9,0,0,43548,0,97,0,
24.1933,91.2,-32.3,119.1,75.3,90.2,-13.8,-12.3,94.4,-1264.4,39.5,184.0,202.2,-28.2,-47.1,5.1,-45.5,-9.6,-3586.5,170.2,5.7,-1893.9,4.8,-32.1,-55.3,0,0,43554,0,98,0,
24.1967,68.4,-44.3,122.1,67.8,87.8,-19.8,-19.1,87.8,-1190.0,49.6,196.8,210.8,-27.3,-41.1,8.7,-44.0,-9.6,-3587.7,172.9,4.5,-1895.4,9.9,-33.3,-53.5,0,0,43560,0,99,0,
24.2000,66.3,-72.7,91.9,33.9,62.3,-45.5,-48.2,20.6,-1115.6,6.9,163.3,180.4,-61.7,-66.0,-18.2,-74.3,-9.6,-3618.0,139.0,-31.7,-1935.9,-24.0,-62.1,-81.6,0,0,43566,0,100,0,
24.2033,116.7,-6.3,146.9,106.5,115.4,20.1,15.9,132.3,-1264.4,65.8,214.1,232.0,-5.4,-14.4,40.3,-22.8,-9.9,-3574.2,198.7,38.8,-1889.4,28.2,-11.7,-35.3,0,0,43572,0,101,0,
24.2067,52.2,-80.5,83.5,30.3,61.7,-45.5,-54.4,31.4,-966.9,6.9,160.1,176.2,-72.5,-72.0,-23.3,-82.4,-9.6,-3642.3,130.4,-33.2,-1962.6,-30.6,-66.6,-89.7,0,0,43578,0,102,0,
24.2100,124.8,-19.5,138.0,90.3,114.2,15.0,4.8,83.3,-1190.0,61.0,211.4,226.1,-12.6,-17.4,28.4,-35.0,-9.3,-3579.9,187.3,18.2,-1902.6,17.7,-19.5,-37.4,0,0,43584,0,103,0,
24.2133,71.4,-44.0,114.6,82.8,95.9,8.4,-11.7,110.8,-1264.4,39.8,188.4,204.9,-34.7,-38.1,8.4,-56.3,-9.6,-3580.5,166.3,18.8,-1908.3,5.1,-38.4,-57.7,0,0,43590,0,104,0,
24.2167,59.4,-78.1,91.0,39.9,73.7,-21.6,-39.2,34.3,-1115.6,26.9,173.5,191.1,-56.0,-50.7,-9.6,-72.2,-10.2,-3624.6,140.8,-26.3,-1945.5,-5.4,-53.4,-84.9,0,0,43596,0,105,0,
24.2200,131.1,-10.2,141.5,104.7,117.2,14.1,15.6,111.1,-1190.0,58.3,211.7,231.4,-9.9,-16.5,33.2,-30.6,-9.9,-3578.7,189.4,36.2,-1902.3,26.4,-7.2,-27.5,0,0,43602,0,106,0,
24.2233,54.0,-68.9,91.6,53.7,70.4,-31.8,-38.0,78.0,-1115.6,16.7,168.4,188.7,-62.6,-57.6,-12.3,-75.2,-9.6,-3623.4,145.6,-13.1,-1954.8,-13.2,-49.8,-75.3,0,0,43608,0,107,0,
24.2267,109.5,-40.1,122.7,69.3,100.1,-9.6,-11.7,56.8,-892.5,55.0,198.0,218.0,-42.5,-25.2,17.3,-39.2,-9.6,-3594.6,173.2,4.8,-1925.7,17.1,-20.1,-40.4,0,0,43614,0,108,0,
24.2300,76.2,-40.4,108.9,70.8,80.9,-15.6,-19.4,93.2,-1413.1,15.2,172.9,194.1,-47.0,-45.9,2.1,-57.5,-9.6,-3606.0,158.2,-0.9,-1936.2,-7.2,-38.7,-56.8,0,0,43620,0,109,0,
24.2333,59.4,-52.4,112.2,65.4,89.3,-12.6,-16.2,79.2,-1115.6,52.0,185.1,206.4,-32.9,-39.9,6.3,-45.8,-9.9,-3606.0,164.5,2.7,-1930.8,4.2,-27.9,-50.8,0,0,43626,0,110,0,
24.2367,89.4,-59.3,99.4,49.5,77.9,-18.0,-28.7,40.9,-1115.6,22.7,172.9,192.0,-54.2,-39.6,-2.7,-56.6,-9.3,-3629.7,148.9,-19.1,-1956.3,-9.0,-39.3,-63.7,0,0,43632,0,111,0,
24.2400,81.9,-32.3,119.1,86.4,91.4,-3.0,-6.3,117.1,-1338.8,37.1,181.6,202.5,-32.0,-33.9,12.6,-40.1,-9.6,-3607.2,169.9,10.8,-1937.4,10.5,-22.8,-42.7,0,0,43638,0,112,0,
24.2433,63.9,-68.3,95.2,50.1,78.5,-26.4,-28.1,52.9,-1041.3,22.7,166.3,193.8,-54.8,-45.9,-0.3,-50.6,-9.6,-3615.3,142.3,-11.7,-1947.9,1.2,-33.3,-53.8,0,0,43644,0,113,0,
24.2467,72.6,-59.3,90.1,52.2,71.9,-20.7,-22.7,56.8,-1264.4,23.9,155.9,177.1,-50.6,-52.2,-1.5,-54.5,-9.6,-3625.2,135.5,-22.7,-1958.1,-13.2,-41.4,-74.4,0,0,43650,0,114,0,
24.2500,70.5,-26.9,129.3,92.7,99.8,13.5,7.5,122.5,-1338.8,49.0,194.4,210.2,-14.7,-24.9,26.3,-23.4,-9.3,-3607.2,182.2,15.2,-1932.3,16.8,-10.2,-39.5,0,0,43656,0,115,0,
24.2533,51.6,-90.1,82.0,24.9,56.0,-50.3,-51.7,15.2,-1041.3,6.9,160.4,173.2,-68.3,-73.2,-29.3,-75.5,-9.9,-3653.4,139.0,-43.0,-1986.3,-28.5,-60.6,-82.2,0,0,43662,0,116,0,
24.2567,131.4,-1.5,148.7,109.5,118.4,22.5,21.8,120.1,-1115.6,67.3,219.2,236.8,2.4,-9.0,38.3,-15.9,-9.3,-3575.7,204.7,33.2,-1913.1,30.3,1.2,-27.8,0,0,43668,0,117,0,
24.2600,52.8,-62.6,101.4,54.9,74.0,-32.7,-38.3,77.4,-1190.0,23.0,170.5,188.4,-46.4,-54.9,-11.1,-69.8,-9.9,-3616.2,154.3,-12.8,-1954.2,-9.9,-54.3,-77.4,0,0,43674,0,118,0,
24.2633,93.6,-56.0,113.1,58.2,87.5,-18.9,-24.2,45.4,-892.5,41.9,189.6,205.2,-34.1,-32.4,5.7,-55.4,-9.6,-3619.2,166.3,-12.8,-1955.4,-3.0,-40.5,-63.7,0,0,43680,0,119,0,
24.2667,96.3,-18.9,134.1,99.6,106.7,14.4,4.5,121.6,-1413.1,49.0,201.6,218.0,-11.1,-20.7,25.1,-40.7,-9.9,-3586.8,187.6,26.6,-1919.7,11.7,-24.0,-46.6,0,0,43686,0,120,0,
24.2700,57.6,-74.2,94.0,37.2,59.6,-44.9,-50.2,47.8,-1041.3,21.5,169.6,179.5,-61.4,-59.1,-18.5,-83.6,-9.9,-3619.5,148.9,-39.1,-1959.0,-21.6,-63.0,-89.7,0,0,43692,0,121,0,
24.2733,135.3,-16.8,137.1,83.1,102.8,11.7,2.1,76.5,-1041.3,55.9,205.5,217.7,-26.4,-15.9,31.7,-33.5,-9.3,-3610.5,192.1,0.6,-1945.2,14.7,-15.6,-32.3,0,0,43698,0,122,0,
24.2767,67.5,-39.5,106.8,63.9,68.0,-22.8,-29.0,94.4,-1413.1,24.5,167.8,184.8,-52.4,-51.3,-3.9,-71.0,-9.9,-3617.1,161.5,-16.1,-1952.4,-19.8,-56.4,-77.4,0,0,43704,0,123,0,
24.2800,86.4,-38.0,118.8,59.1,85.1,-28.5,-25.1,57.9,-966.9,45.7,190.2,201.0,-36.8,-30.6,14.0,-50.0,-9.6,-3614.7,166.0,-18.2,-1951.5,0.9,-37.5,-59.5,0,0,43710,0,124,0,
24.2833,84.3,-57.8,105.6,64.2,79.1,-19.2,-21.5,69.6,-1190.0,25.7,172.9,186.0,-53.3,-48.9,4.5,-57.2,-9.6,-3628.2,157.9,-19.1,-1957.2,-16.8,-43.8,-67.0,0,0,43716,0,125,0,
24.2867,81.6,-39.2,117.9,80.4,90.5,-10.8,-14.4,109.0,-1115.6,35.9,182.8,200.7,-32.9,-41.7,3.0,-49.7,-9.6,-3606.9,166.6,0.9,-1937.4,1.2,-34.8,-58.6,0,0,43722,0,126,0,
24.2900,90.0,-68.6,97.6,46.8,80.6,-26.1,-34.1,37.6,-966.9,24.8,170.5,191.4,-47.3,-51.0,-7.2,-63.2,-9.9,-3615.6,144.4,-25.4,-1945.2,-8.4,-46.2,-62.2,0,0,43728,0,127,0,
24.2933,103.2,-24.5,124.5,86.7,98.0,11.7,-8.1,103.0,-1264.4,33.5,187.5,204.9,-21.9,-35.1,10.2,-47.6,-9.9,-3594.3,173.5,2.4,-1927.8,-5.4,-30.3,-57.7,0,0,43734,0,128,0,
24.2967,81.3,-39.8,126.0,79.2,101.3,6.3,-13.5,93.8,-1115.6,42.2,195.9,212.0,-21.9,-21.0,16.1,-41.6,-9.6,-3580.2,172.9,3.6,-1914.0,10.8,-25.2,-50.2,0,0,43740,0,129,0,
24.3000,68.1,-70.1,88.6,37.5,65.6,-55.1,-48.5,22.7,-1115.6,21.2,166.9,183.1,-57.8,-50.4,-15.8,-71.9,-9.6,-3632.4,142.6,-34.4,-1964.1,-15.0,-53.7,-72.3,0,0,43746,0,130,0,
24.3033,121.5,3.0,148.7,111.3,116.3,23.1,15.0,132.9,-1264.4,73.2,217.7,229.0,7.2,-9.9,40.9,-18.9,-9.9,-3570.6,204.4,29.9,-1901.1,35.1,-0.3,-29.0,0,0,43752,0,131,0,
24.3067,51.6,-82.3,86.2,27.3,56.3,-50.9,-55.9,26.9,-1115.6,6.6,160.7,173.5,-61.7,-67.2,-21.8,-77.9,-9.6,-3633.0,138.4,-35.0,-1967.7,-23.4,-58.8,-87.3,0,0,43758,0,132,0,
24.3100,117.3,-26.9,129.9,78.6,99.2,9.6,-1.2,71.4,-1041.3,61.0,196.5,215.6,-18.9,-19.8,26.3,-31.1,-9.3,-3581.7,181.9,8.7,-1910.7,29.1,-12.6,-43.6,0,0,43764,0,133,0,
